reconstruction_error
0.00014040466
3.0373221e-05
3.4043518e-05
2.4176308e-05
3.3960525e-05
3.1659532e-05
2.6963787e-06
2.4784455e-05
5.049132e-06
0.0041258056
3.2899934e-05
1.5544698e-05
0.00037064124
2.6638913e-06
1.5444792e-05
0.049760297
1.0431235e-05
1.293919e-05
3.2899934e-05
4.737646e-05
4.7756243e-06
2.6668824e-06
0.0053466843
0.0038272038
0.0017253245
2.7940136e-05
0.008661837
2.9934617e-05
4.3380507e-05
2.4176308e-05
0.0057493444
0.00021089306
2.8587187e-05
5.6118603e-05
0.000121033474
1.8702094e-05
2.9197625e-05
9.88786e-06
2.1061329e-05
1.2895866e-05
0.00038204456
6.0285633e-06
1.3717755e-06
0.0053466843
3.274297e-05
3.8222966e-05
3.3085933e-05
1.7130735e-05
0.0002456824
3.31786e-05
0.021036984
2.9047096e-05
5.28172e-05
3.2899934e-05
3.1659532e-05
5.642725e-06
2.9934617e-05
1.8908913e-05
0.00037634262
1.5062245e-05
0.0053466843
3.456423e-05
1.5643862e-05
3.2899934e-05
6.067067e-05
3.5078836e-05
3.1659532e-05
2.0950014e-05
2.9658782e-05
1.6986633e-05
0.00015360604
1.237917e-05
3.6423824e-06
4.156047e-05
0.00027869796
1.0525317e-05
2.9378682e-06
3.260584e-05
1.1239524e-05
1.552988e-05
0.00037634262
2.8693747e-05
5.175449e-05
1.3648458e-06
3.8222966e-05
6.2327567e-06
2.9197625e-05
7.7451004e-05
2.8587187e-05
0.0053466843
0.008661837
3.4043518e-05
0.0041258056
7.025665e-06
0.0095122885
9.733447e-06
0.0001569025
4.9151466e-05
4.398191e-06
0.00032890926
6.7894593e-06
0.0045540403
2.9197625e-05
1.5162529e-05
1.2958873e-05
3.8222966e-05
2.8587187e-05
0.0057493444
8.456305e-05
3.5078836e-05
1.4862183e-05
0.00015727665
0.00012519053
0.00010794834
8.802105e-06
0.0057493444
2.0954447e-05
0.0041258056
3.9522183e-05
3.1557516e-05
3.2899934e-05
3.8222966e-05
2.0587684e-05
3.403703e-05
2.4176308e-05
0.0041258056
3.2899934e-05
3.5078836e-05
0.008291656
1.658336e-05
1.6965294e-05
6.144132e-06
3.403703e-05
3.4946604e-06
0.0001232559
